Company,TypeName,Ram,OpSys,Weight,PPI,TouchScreen,IPS,CPU_brand,HDD,SSD,GPU_brand
HP,Ultrabook,8,Windows,1.84,141.21199808219862,0,0,Intel Core i7,0,256,Intel
Acer,Notebook,4,Windows,2.23,141.21199808219862,0,0,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,16,Windows,2.5,141.21199808219862,0,0,Intel Core i7,1000,0,AMD
HP,Workstation,8,Windows,3.0,127.33567457123111,0,1,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,2.5,100.45466986113651,0,0,Intel Core i5,1000,0,AMD
MSI,Gaming,16,Windows,3.78,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows,1.88,141.21199808219862,0,0,Intel Core i7,0,256,Intel
Lenovo,2 in 1 Convertible,16,Windows,2.8,209.8006828649808,1,1,Intel Core i7,0,512,Intel
MSI,Gaming,8,Windows,2.4,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
HP,2 in 1 Convertible,8,Windows,1.48,165.6321180513006,1,0,Intel Core i5,0,256,Intel
HP,Workstation,8,Windows,2.59,141.21199808219862,0,1,Intel Core i7,0,256,Nvidia
HP,2 in 1 Convertible,8,Windows,1.48,220.84282406840083,1,0,Intel Core i7,0,256,Intel
HP,Workstation,8,Windows,2.0,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
HP,Ultrabook,8,Windows,1.26,176.23257360658386,0,0,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.18,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,1.88,141.21199808219862,0,0,Intel Core i5,0,256,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.27,209.8006828649808,1,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Other,1.9,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
HP,Notebook,4,Windows,1.86,100.45466986113651,0,0,AMD Processor,500,0,AMD
Lenovo,Notebook,8,Other,2.32,141.21199808219862,0,0,Intel Core i5,1000,0,AMD
Dell,Gaming,8,Windows,2.62,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Dell,Notebook,8,Windows,2.04,282.42399616439724,1,1,Intel Core i5,0,256,Nvidia
HP,Notebook,4,Windows,1.91,141.21199808219862,0,0,AMD Processor,0,256,AMD
MSI,Gaming,16,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,157.3505121487356,0,0,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,2.5,141.21199808219862,0,0,Intel Core i5,1000,0,AMD
HP,2 in 1 Convertible,8,Windows,1.48,220.84282406840083,1,0,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,8,Windows,1.7,157.3505121487356,0,0,Intel Core i7,0,256,Intel
MSI,Gaming,16,Windows,1.7,157.3505121487356,0,0,Intel Core i7,1000,256,Nvidia
HP,Gaming,8,Windows,2.62,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows,2.2,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
HP,Notebook,4,Other,2.1,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Dell,Gaming,8,Windows,2.62,282.42399616439724,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,8,Windows,1.95,141.21199808219862,0,1,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,141.21199808219862,0,0,Intel Core i3,1000,0,Nvidia
HP,Notebook,2,Windows,1.44,111.93520355955211,0,0,Other Intel Processor,0,32,Intel
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,1.96,141.21199808219862,0,0,Intel Core i7,0,256,Intel
HP,Notebook,16,Windows,2.1,141.21199808219862,0,0,Intel Core i7,0,512,Intel
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Lenovo,Notebook,4,Other,2.1,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Lenovo,Notebook,8,Other,2.2,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Asus,Notebook,4,Windows,2.0,157.3505121487356,0,0,Intel Core i3,0,256,Intel
Lenovo,Notebook,4,Windows,2.32,141.21199808219862,0,0,Intel Core i7,1000,0,Intel
Lenovo,Gaming,16,Windows,3.31,141.21199808219862,0,1,Intel Core i7,0,512,Nvidia
MSI,Gaming,16,Windows,1.91,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
HP,Notebook,4,Windows,2.07,100.45466986113651,0,0,Intel Core i3,500,0,Intel
Lenovo,2 in 1 Convertible,8,Windows,1.36,209.8006828649808,1,1,Intel Core i5,0,256,Intel
Lenovo,Ultrabook,6,Windows,1.54,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Other,1.98,141.21199808219862,0,0,Intel Core i7,0,256,Nvidia
Acer,Notebook,4,Windows,2.1,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
HP,Notebook,6,Windows,2.18,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
Asus,Gaming,8,Windows,2.591,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Dell,2 in 1 Convertible,16,Windows,2.09,141.21199808219862,1,0,Intel Core i7,0,512,Intel
Acer,Notebook,4,Windows,2.23,141.21199808219862,0,0,Intel Core i5,0,256,Nvidia
Dell,Ultrabook,8,Other,1.23,276.053530085501,1,0,Intel Core i5,0,256,Intel
Acer,Gaming,16,Windows,4.2,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,8,Windows,2.4,141.21199808219862,0,1,Intel Core i5,1000,0,Nvidia
Samsung,2 in 1 Convertible,4,Other,1.15,234.50740003017813,1,1,AMD Processor,0,32,ARM
HP,Notebook,4,Windows,1.86,100.45466986113651,0,0,Intel Core i5,500,0,Intel
Apple,Ultrabook,8,Mac,0.92,226.41554716935852,0,1,Other Intel Processor,0,256,Intel
Dell,2 in 1 Convertible,8,Windows,1.6,165.6321180513006,1,1,Intel Core i5,0,256,Intel
HP,Notebook,12,Windows,2.21,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other,1.9,100.45466986113651,0,0,Intel Core i3,1000,0,AMD
Asus,Gaming,16,Windows,4.3,127.33567457123111,0,1,Intel Core i7,1000,512,Nvidia
Acer,Notebook,4,Other,2.1,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
MSI,Gaming,16,Windows,2.43,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Dell,Notebook,4,Windows,2.3,100.45466986113651,0,0,Intel Core i3,0,128,AMD
Lenovo,Notebook,8,Other,2.2,100.45466986113651,0,0,Intel Core i7,500,0,Nvidia
Dell,2 in 1 Convertible,16,Windows,2.0,141.21199808219862,1,0,Intel Core i7,0,512,Intel
Dell,Ultrabook,16,Windows,1.2,276.053530085501,1,0,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,0,Nvidia
Dell,Notebook,8,Windows,2.36,141.21199808219862,0,0,Intel Core i5,0,256,AMD
HP,Notebook,8,Windows,1.91,100.45466986113651,0,0,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,100.45466986113651,0,0,AMD Processor,500,0,AMD
Acer,Notebook,8,Windows,3.3,106.11306214269258,0,0,Intel Core i3,1000,0,Nvidia
Asus,Gaming,16,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,256,Nvidia
Apple,Ultrabook,8,Mac,0.92,226.41554716935852,0,1,Other Intel Processor,0,512,Intel
Asus,Notebook,16,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
MSI,Gaming,16,Windows,2.43,127.33567457123111,0,1,Intel Core i7,1000,256,Nvidia
Dell,2 in 1 Convertible,8,Windows,2.191,141.21199808219862,1,1,Intel Core i5,0,256,Intel
Asus,Gaming,16,Windows,2.9,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Acer,Netbook,2,Other,1.3,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
Acer,Notebook,4,Windows,3.3,106.11306214269258,0,0,Intel Core i3,1000,0,Nvidia
Lenovo,Notebook,8,Other,2.8,106.11306214269258,0,0,Intel Core i5,1000,0,Intel
Lenovo,Gaming,8,Windows,2.6,141.21199808219862,0,1,Intel Core i7,1000,128,Nvidia
Acer,2 in 1 Convertible,8,Windows,1.2,157.3505121487356,1,1,Intel Core i7,0,256,Intel
Lenovo,Notebook,8,Windows,2.3,141.21199808219862,0,1,Intel Core i7,0,256,Intel
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
HP,Notebook,6,Windows,2.1,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Dell,Ultrabook,8,Windows,1.26,176.23257360658386,1,0,Intel Core i5,0,256,Intel
Dell,2 in 1 Convertible,4,Windows,2.08,146.86047800548656,1,0,Intel Core i3,500,0,Intel
Asus,Notebook,4,Windows,2.65,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Dell,Ultrabook,8,Windows,1.29,276.053530085501,1,0,Intel Core i7,0,256,Intel
Dell,Notebook,4,Other,2.18,100.45466986113651,0,0,Intel Core i5,1000,0,Intel
Lenovo,Gaming,16,Windows,2.6,141.21199808219862,1,1,Intel Core i7,1000,128,Nvidia
MSI,Gaming,8,Windows,2.2,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,Netbook,16,Windows,1.3,176.23257360658386,1,1,Intel Core i7,0,512,Intel
Razer,Gaming,16,Windows,1.95,157.3505121487356,0,0,Intel Core i7,0,1000,Nvidia
Dell,Notebook,8,Windows,2.3,100.45466986113651,1,0,Intel Core i3,1000,0,Intel
MSI,Gaming,16,Windows,2.7,127.33567457123111,0,0,Intel Core i7,1000,256,Nvidia
Apple,Ultrabook,4,Mac,1.08,135.0942111925629,0,0,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,2.1,141.21199808219862,0,0,Intel Core i3,1000,0,Intel
HP,Ultrabook,8,Windows,1.54,209.8006828649808,0,0,Intel Core i7,0,256,Intel
Dell,Notebook,4,Windows,2.24,100.45466986113651,0,0,Intel Core i5,500,0,Intel
MSI,Gaming,8,Windows,2.3,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,16,Windows,1.4,165.6321180513006,0,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,6,Windows,2.2,141.21199808219862,0,0,AMD Processor,0,256,AMD
Asus,Ultrabook,8,Windows,1.45,165.6321180513006,0,0,Intel Core i7,0,256,Intel
Acer,Notebook,4,Other,2.4,100.45466986113651,0,0,Intel Core i3,500,0,Intel
Dell,2 in 1 Convertible,16,Windows,2.77,127.33567457123111,1,0,Intel Core i7,0,512,Nvidia
HP,Notebook,4,Windows,1.54,157.3505121487356,0,0,Intel Core i5,0,256,Intel
Asus,Gaming,16,Windows,2.5,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Dell,Notebook,4,Windows,1.6,111.93520355955211,0,0,Intel Core i5,500,0,Intel
Asus,Gaming,16,Windows,2.34,141.21199808219862,0,1,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Other,2.3,141.21199808219862,0,1,Intel Core i5,0,256,Intel
Dell,2 in 1 Convertible,8,Windows,1.24,276.053530085501,1,0,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
HP,Notebook,4,Windows,1.86,100.45466986113651,0,0,AMD Processor,500,0,AMD
Lenovo,Notebook,6,Windows,2.4,141.21199808219862,0,0,Intel Core i3,0,128,Nvidia
Lenovo,Notebook,8,Windows,1.9,157.3505121487356,0,1,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Asus,Notebook,4,Windows,2.0,100.45466986113651,0,0,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows,4.0,127.33567457123111,0,1,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Windows,2.29,100.45466986113651,0,0,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows,2.32,141.21199808219862,0,0,Intel Core i7,1000,0,AMD
MSI,Gaming,8,Windows,2.4,141.21199808219862,0,0,Intel Core i7,1000,128,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,157.3505121487356,1,0,Intel Core i5,0,128,Intel
Asus,Ultrabook,8,Windows,1.2,165.6321180513006,0,1,Other Intel Processor,0,512,Intel
Dell,Notebook,6,Windows,2.3,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
Acer,Notebook,4,Other,2.4,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Dell,Notebook,2,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Lenovo,Notebook,8,Windows,2.6,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
HP,Notebook,6,Windows,2.04,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Dell,Notebook,8,Other,2.3,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
HP,Netbook,2,Windows,1.17,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Intel Core i7,500,0,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,157.3505121487356,1,1,Intel Core i7,0,128,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,276.053530085501,1,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,2,Windows,1.5,111.93520355955211,0,0,Other Intel Processor,0,64,Intel
HP,Notebook,6,Windows,2.19,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Asus,Ultrabook,8,Windows,1.2,165.6321180513006,0,1,Other Intel Processor,0,512,Intel
Dell,Notebook,6,Windows,2.3,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
Acer,Notebook,4,Other,2.4,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Dell,Notebook,2,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Lenovo,Notebook,8,Windows,2.6,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
HP,Notebook,6,Windows,2.04,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Dell,Notebook,8,Other,2.3,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
HP,Netbook,2,Windows,1.17,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Intel Core i7,500,0,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,157.3505121487356,1,1,Intel Core i7,0,128,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,276.053530085501,1,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,2,Windows,1.5,111.93520355955211,0,0,Other Intel Processor,0,64,Intel
HP,Notebook,6,Windows,2.19,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Asus,Ultrabook,8,Windows,1.2,165.6321180513006,0,1,Other Intel Processor,0,512,Intel
Dell,Notebook,6,Windows,2.3,100.45466986113651,0,0,Intel Core i3,1000,0,Intel
Acer,Notebook,4,Other,2.4,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Dell,Notebook,2,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
Lenovo,Notebook,8,Windows,2.6,141.21199808219862,0,1,Intel Core i7,1000,0,Nvidia
HP,Notebook,6,Windows,2.04,141.21199808219862,0,0,AMD Processor,1000,0,AMD
Dell,Notebook,8,Other,2.3,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
HP,Netbook,2,Windows,1.17,135.0942111925629,0,0,Other Intel Processor,0,32,Intel
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Intel Core i7,500,0,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,157.3505121487356,1,1,Intel Core i7,0,128,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,276.053530085501,1,1,Intel Core i7,0,512,Intel
Lenovo,Notebook,2,Windows,1.5,111.93520355955211,0,0,Other Intel Processor,0,64,Intel
HP,Notebook,6,Windows,2.19,100.45466986113651,0,0,Intel Core i7,1000,0,AMD
Asus,Notebook,4,Windows,2.2,100.45466986113651,0,0,Other Intel Processor,500,0,Intel
